name,city,label_id,address,imgsUrl,score,averagePrice,lat,lng
卧龙寺,1,"[""宗教寺院""]",碑林区柏树林街东开通巷,http://zxwpic.weiyoutong.com/490549f5-1512-4197-9298-c0b7d6ed3cfa.jpg,4.4,,34.2540468,108.956189
罔极寺,1,"[""宗教寺院""]",碑林区炮房街64号37幢,http://zxwpic.weiyoutong.com/eb79ce5d-d869-4c4d-bd2f-f17259f9c3fb.jpg,4.3,,34.2613722,108.9761141
万寿八仙宫（八仙庵）,1,"[""宗教寺院""]",碑林区伍道什字东街15号,http://zxwpic.weiyoutong.com/c6336ad5-30aa-40e8-8c9e-4903c50c9d2a.jpg,4.3,,34.2649536,108.9725039
石羊关,1,"[""自然生态""]",长安区滦镇街道关石村东北方向,http://zxwpic.weiyoutong.com/91139582-8c57-4267-9dc7-d37695c1ba38.jpg,3.0,,33.90792,108.853231
将军山古镇,1,"[""民俗风情""]",户县,http://zxwpic.weiyoutong.com/f65c574d-4908-4d1f-ae3f-0ee5e818c563.jpg,5.0,,34.109244,108.604894
鸿门宴博物馆,1,"[""历史人文""]",临潼区新丰街办鸿门堡村,http://zxwpic.weiyoutong.com/741abd57-acd2-4549-8c4c-198abb34b8fe.jpg,3.7,,34.4223763,109.2751871
扁鹊纪念馆,1,"[""历史人文""]",临潼区代王街办南陈村陈东组,http://zxwpic.weiyoutong.com/a6e63c41-e9fb-423d-ae5e-70573a5fb025.jpg,3.3,,34.3943639,109.2991653
西安博物院（小雁塔）,1,"[""历史人文""]",西安市友谊西路72号,http://zxwpic.weiyoutong.com/db0e326e-de46-4e5b-b510-6594fec3e946.jpg,4.5,25.0,34.240915,108.942263
大水川景区【智游陕西】,2,"[""自然生态""]",陈仓区香泉镇,http://zxwpic.weiyoutong.com/d733f6eb-e3b6-4ddd-a742-ddd733b21e52.jpg,5.0,122.0,34.527283,106.770421
灵宝峡景区【智游陕西】,2,"[""自然生态""]",陈仓区香泉镇石尧村,http://zxwpic.weiyoutong.com/9fdf1c70-0073-4e06-9d4a-5546c8acc089.jpg,4.3,36.0,34.453589,106.76823
九龙山景区【智游陕西】,2,"[""自然生态""]",陈仓区坪头镇,http://zxwpic.weiyoutong.com/6c77a0cf-5fdb-453c-8e2d-91502807cd83.jpg,4.4,81.0,34.400642,106.90271
嘉陵江源头景区【智游陕西】,2,"[""自然生态""]",宝鸡市川陕路20号,http://zxwpic.weiyoutong.com/335f3566-026d-4ca9-b239-9d2e544a728e.jpg,4.4,28.0,34.354968,107.121643
扶风野河山森林公园【智游陕西】,2,"[""自然生态""]",扶风县法门寺北8公里处,http://zxwpic.weiyoutong.com/dc1e6ed1-15a2-4f14-9ce3-f5b1f39d2a9b.JPG,3.7,45.0,34.439896,107.904546
